0.17415,0.19433,0.077369,0.12263
0.16671,0.18912,0.084437,0.11821
0.1689,0.18457,0.080496,0.1253
0.16976,0.17697,0.072463,0.1284
0.17403,0.18078,0.076367,0.13096
0.17293,0.18166,0.069947,0.12905
0.16927,0.18297,0.055809,0.12601
0.16648,0.17616,0.070655,0.12654
0.16625,0.16608,0.07437,0.12612
0.16497,0.16608,0.087258,0.12461
0.16387,0.16675,0.091784,0.12374
0.16739,0.15874,0.10545,0.12804
0.17118,0.1626,0.10505,0.1306
0.171,0.16231,0.10965,0.13142
0.169,0.1643,0.10023,0.13053
0.17485,0.17969,0.13388,0.13975
0.17783,0.17938,0.12975,0.14311
0.18896,0.18352,0.12636,0.15062
0.19095,0.1932,0.1412,0.15533
0.18701,0.20408,0.13283,0.1545
0.18516,0.20176,0.13371,0.15257
0.17139,0.21328,0.14963,0.13247
0.17807,0.22412,0.18397,0.13859
0.17615,0.23425,0.18284,0.13861
0.16925,0.23135,0.19837,0.13756
0.16469,0.23243,0.22509,0.13568
0.16856,0.22742,0.22128,0.13343
0.16696,0.21354,0.21466,0.13623
0.1709,0.2086,0.21073,0.13851
0.17237,0.20272,0.20195,0.1426
0.17527,0.19141,0.19911,0.14238
0.17434,0.18927,0.20257,0.1444
0.16991,0.19364,0.1934,0.14441
0.17204,0.18698,0.18667,0.14539
0.17169,0.19089,0.18348,0.14143
0.17299,0.18976,0.15408,0.14167
0.17073,0.19998,0.15992,0.14775
0.17879,0.22923,0.19018,0.15511
0.17762,0.24973,0.2186,0.16136
0.17699,0.24846,0.2196,0.15987
0.17127,0.25122,0.22966,0.15673
0.16822,0.24558,0.22887,0.15442
0.17407,0.23812,0.23156,0.1547
0.17616,0.23824,0.23741,0.15618
0.17637,0.22163,0.22752,0.15672
0.16993,0.21839,0.22823,0.14944
0.1742,0.22824,0.24041,0.14898
0.17198,0.22638,0.23349,0.14484
0.17458,0.21349,0.2134,0.14205
0.17604,0.21322,0.21006,0.14162
0.17785,0.20623,0.19765,0.14698
0.1826,0.20701,0.19278,0.15344
0.17793,0.20403,0.19055,0.15045
0.17668,0.20028,0.18327,0.14954
0.17302,0.19669,0.18355,0.14663
0.16899,0.1922,0.18961,0.1451
0.16713,0.18016,0.1911,0.14427
0.16759,0.18788,0.19346,0.14504
0.16179,0.19163,0.18749,0.14458
0.16289,0.19741,0.19827,0.14673
0.16347,0.19086,0.17767,0.14462
0.16837,0.19753,0.18679,0.14702
0.17114,0.19494,0.1743,0.14904
0.16796,0.19585,0.17481,0.14636
0.16585,0.19425,0.1657,0.14359
0.17006,0.19945,0.16323,0.14462
0.17233,0.20926,0.16523,0.14551
0.16678,0.20144,0.16278,0.14432
0.16861,0.20105,0.16496,0.14438
0.17521,0.19857,0.13511,0.15194
0.17418,0.19817,0.12606,0.15252
0.17393,0.19321,0.12506,0.15319
0.16822,0.19515,0.14686,0.1455
0.16789,0.19706,0.14326,0.14674
0.16766,0.20993,0.14622,0.15028
0.16803,0.21201,0.14094,0.15148
0.1652,0.20709,0.13824,0.156
0.17055,0.21101,0.14411,0.15507
0.1713,0.20681,0.1487,0.15602
0.16755,0.20718,0.15208,0.1518
0.17089,0.20836,0.14488,0.153
0.16958,0.20832,0.14153,0.15287
0.16738,0.20196,0.12829,0.15047
0.16708,0.21662,0.12711,0.14921
0.16871,0.2123,0.13184,0.15126
0.16989,0.215,0.14313,0.15323
0.17401,0.22531,0.14536,0.1505
0.17455,0.22026,0.13672,0.14879
0.17093,0.21855,0.1324,0.14881
0.16931,0.21326,0.12126,0.14484
0.16445,0.20562,0.14006,0.13865
0.16365,0.20861,0.15206,0.14068
0.16518,0.2098,0.14943,0.15004
0.16727,0.20721,0.14624,0.17824
0.17095,0.21785,0.15314,0.17799
